"Game","Date","1","2","3","4","5","6","Additional number","some_1","Some_2"
"9721","27/05/97","7","22","23","35","41","47","45","1","0"
"9720","20/05/97","3","7","16","25","38","39","14","0","0"
"9719","13/05/97","7","9","17","19","23","38","18","1","0"
"9718","06/05/97","4","8","14","18","38","48","5","0","0"
"9717","01/05/97","13","20","26","36","37","42","12","0","0"
"9716","24/04/97","4","5","11","16","23","31","14","2","0"
"9715","15/04/97","11","12","13","18","26","30","24","0","0"
"9714","08/04/97","2","8","21","27","35","42","13","0","0"
"9713","01/04/97","12","17","25","34","35","48","41","1","0"
"9712","25/03/97","4","14","24","27","35","38","19","0","0"
"9711","18/03/97","3","8","11","37","39","47","43","0","0"
"9710","11/03/97","2","12","17","22","39","45","43","2","0"
"9709","04/03/97","6","13","17","35","45","49","37","0","0"
"9708","25/02/97","5","8","19","21","24","27","3","1","0"
"9707","18/02/97","3","5","9","20","23","25","32","2","0"
"9706","11/02/97","1","3","5","7","46","48","34","5","0"
"9705","04/02/97","12","14","19","28","30","40","1","0","0"
"9704","28/01/97","3","8","30","32","48","49","21","0","0"
"9703","21/01/97","4","8","19","30","44","47","10","1","0"
"9702","14/01/97","7","8","14","19","33","44","36","0","0"
"9701","07/01/97","3","6","21","29","31","42","8","2","0"
"9653","31/12/96","1","21","32","35","36","43","11","3","0"
"9652","24/12/96","8","10","25","34","43","49","35","0","0"
"9651","17/12/96","6","14","19","33","43","44","3","0","0"
"9650","10/12/96","3","8","10","20","36","49","32","2","0"
"9649","03/12/96","4","14","16","21","23","31","5","0","0"
"9648","26/11/96","6","8","12","16","20","43","21","1","0"
"9647","19/11/96","14","18","25","28","29","46","36","0","0"
"9646","12/11/96","1","5","17","24","31","34","49","1","0"
"9645","05/11/96","4","16","17","19","22","38","2","2","0"
"9644","29/10/96","8","9","20","26","29","43","36","0","0"
"9643","22/10/96","1","3","4","19","22","32","9","1","0"
"9642","15/10/96","7","10","23","26","27","31","48","2","0"
"9641","08/10/96","11","13","26","33","36","41","32","1","0"
"9640","01/10/96","9","13","29","32","39","42","37","2","0"
"9639","26/09/96","28","36","37","43","45","49","10","0","0"
"9638","19/09/96","2","8","21","32","33","45","28","1","0"
"9637","10/09/96","11","21","23","27","35","41","15","0","0"
"9636","03/09/96","4","24","33","39","44","47","36","0","0"
"9635","27/08/96","6","14","19","27","35","45","39","1","0"
"9634","20/08/96","3","13","15","27","33","44","48","2","0"
"9633","13/08/96","7","21","23","27","44","46","17","1","0"
"9632","06/08/96","9","12","19","23","44","46","42","2","0"
"9631","30/07/96","2","17","19","20","24","30","36","0","0"
"9630","23/07/96","6","8","9","18","42","48","25","0","0"
"9629","16/07/96","6","13","22","38","40","43","8","2","0"
"9628","09/07/96","2","7","10","13","20","24","28","0","0"
"9627","02/07/96","1","9","24","28","29","34","11","0","0"
"9626","25/06/96","3","4","7","29","34","36","48","1","0"
"9625","18/06/96","5","22","25","35","38","40","17","0","0"
"9624","11/06/96","22","28","34","38","43","49","35","0","0"
"9623","04/06/96","6","9","11","18","26","30","10","2","0"
"9622","28/05/96","1","22","24","32","38","46","37","1","0"
"9621","21/05/96","12","13","24","32","40","44","10","0","0"
"9620","14/05/96","12","14","21","29","38","49","4","2","0"
"9619","07/05/96","6","20","31","32","34","40","39","0","0"
"9618","30/04/96","5","11","15","37","39","46","26","1","0"
"9617","25/04/96","4","7","12","18","21","45","46","1","0"
"9616","18/04/96","9","20","22","25","43","45","27","0","0"
"9615","11/04/96","9","14","16","17","34","42","21","0","0"
"9614","02/04/96","6","12","14","15","25","38","44","0","0"
"9613","26/03/96","17","19","20","30","36","47","28","3","0"
"9612","19/03/96","1","6","17","29","30","35","4","0","0"
"9611","12/03/96","3","14","22","40","43","47","17","0","0"
"9610","05/03/96","10","12","18","20","39","45","28","1","0"
"9609","27/02/96","2","8","10","32","35","40","38","2","0"
"9608","20/02/96","4","8","18","35","38","47","13","0","0"
"9607","13/02/96","4","6","16","32","35","39","43","0","0"
"9606","06/02/96","4","21","26","34","35","43","44","1","0"
"9605","30/01/96","3","11","20","26","36","38","31","4","0"
"9604","23/01/96","9","15","28","35","44","46","10","0","0"
"9603","16/01/96","3","17","22","30","39","42","4","0","0"
"9602","09/01/96","11","17","27","28","32","48","24","2","0"
"9601","02/01/96","6","15","24","29","31","35","4","0","0"
"9552","26/12/95","5","8","10","13","24","44","49","1","0"
"9551","19/12/95","2","7","29","40","41","48","35","0","0"
"9550","12/12/95","2","13","21","42","43","49","34","0","0"
"9549","05/12/95","6","16","27","30","34","43","39","1","0"
"9548","28/11/95","20","25","32","39","41","49","42","0","0"
"9547","21/11/95","13","20","27","28","38","39","44","0","0"
"9546","14/11/95","27","28","43","44","47","48","6","1","0"
"9545","07/11/95","1","7","14","21","30","31","42","6","0"
"9544","31/10/95","3","4","9","12","33","43","23","1","0"
"9543","24/10/95","6","13","32","34","35","36","29","0","0"
"9542","19/10/95","3","18","23","26","45","48","29","2","0"
"9541","12/10/95","1","5","15","25","36","40","10","5","0"
"9539","28/09/95","7","9","16","20","29","40","28","1","0"
"9538","19/09/95","10","19","21","22","23","25","46","2","0"
"9537","12/09/95","7","15","21","34","44","47","14","0","0"
"9536","05/09/95","23","24","27","29","39","49","32","0","0"
"9535","29/08/95","3","5","25","34","38","42","4","1","0"
"9534","22/08/95","8","10","27","32","41","47","35","3","0"
"9533","15/08/95","4","13","20","21","33","49","19","0","0"
"9532","08/08/95","6","22","25","30","40","41","21","0","0"
"9531","01/08/95","3","6","18","21","26","34","47","3","0"
"9530","25/07/95","2","8","9","17","19","26","33","0","0"
"9529","18/07/95","9","14","18","19","21","39","45","1","0"
"9528","11/07/95","1","3","6","34","41","43","24","0","0"
"9527","04/07/95","7","14","23","36","44","49","4","0","0"
"9526","27/06/95","9","19","27","32","37","39","4","4","0"
"9525","20/06/95","2","4","16","27","43","45","26","0","0"
"9524","13/06/95","4","11","22","34","46","48","15","0","0"
"9523","06/06/95","3","8","15","28","31","40","45","1","0"
"9522","30/05/95","12","24","31","35","43","49","26","0","0"
"9521","23/05/95","1","10","11","28","39","47","6","0","0"
"9520","16/05/95","5","6","23","24","31","32","44","1","0"
"9519","09/05/95","8","25","26","28","35","47","37","2","0"
"9518","04/05/95","13","29","34","37","38","47","4","1","0"
"9517","25/04/95","1","6","18","30","32","38","23","0","0"
"9516","18/04/95","11","19","28","31","35","38","25","1","0"
"9515","11/04/95","4","17","23","30","44","45","14","0","0"
"9514","04/04/95","21","23","30","32","39","45","31","1","0"
"9513","28/03/95","1","5","24","36","37","48","35","0","0"
"9512","21/03/95","5","22","25","37","47","49","45","0","0"
"9511","14/03/95","5","8","13","20","28","48","44","1","0"
"9510","07/03/95","1","11","15","20","26","38","27","5","0"
"9509","28/02/95","8","10","15","31","39","46","20","0","0"
"9508","21/02/95","1","3","4","15","22","46","27","0","0"
"9507","14/02/95","4","8","13","19","27","41","6","0","0"
"9506","07/02/95","1","3","4","17","29","31","18","1","0"
"9505","31/01/95","6","7","15","17","42","49","32","0","0"
"9504","24/01/95","15","18","19","29","47","48","16","1","0"
"9503","17/01/95","2","8","11","32","35","39","27","0","0"
"9502","10/01/95","2","6","10","22","25","29","5","3","0"
"9501","03/01/95","10","12","13","23","42","45","32","0","0"
"9452","27/12/94","9","11","17","18","28","38","15","0","0"
"9451","20/12/94","1","9","16","22","35","48","42","1","0"
"9450","13/12/94","6","11","16","28","48","49","21","0","0"
"9449","06/12/94","3","7","11","41","47","48","22","0","0"
"9448","29/11/94","12","20","35","39","40","49","24","0","0"
"9447","22/11/94","8","14","16","25","28","38","41","4","0"
"9446","15/11/94","2","14","16","19","43","47","46","0","0"
"9445","08/11/94","6","9","16","44","45","49","41","0","0"
"9444","01/11/94","2","25","33","41","44","49","29","0","0"
"9443","25/10/94","2","7","9","16","17","35","23","1","0"
"9442","18/10/94","1","6","19","23","28","37","12","0","0"
"9441","11/10/94","9","14","25","30","45","47","8","1","0"
"9440","04/10/94","8","31","36","37","43","44","24","0","0"
"9439","29/09/94","8","24","33","35","40","44","49","2","0"
"9438","22/09/94","6","11","30","44","47","48","28","0","0"
"9437","13/09/94","21","30","36","37","40","48","31","0","0"
"9436","08/09/94","5","16","26","31","41","49","14","0","0"
"9435","30/08/94","7","31","34","35","43","47","40","1","0"
"9434","23/08/94","4","5","8","15","25","26","18","2","0"
"9433","16/08/94","4","9","29","32","34","47","6","0","0"
"9432","09/08/94","4","12","26","33","37","38","48","0","0"
"9431","02/08/94","3","11","13","22","28","40","38","2","0"
"9430","26/07/94","9","26","30","33","38","49","42","0","0"
"9429","19/07/94","8","16","17","25","30","33","6","1","0"
"9428","12/07/94","3","29","34","37","41","47","23","0","0"
"9427","05/07/94","8","9","12","29","33","43","24","5","0"
"9426","28/06/94","9","10","13","31","34","44","37","1","0"
"9425","21/06/94","5","12","27","28","32","36","19","0","0"
"9424","14/06/94","5","13","30","34","39","43","29","0","0"
"9423","07/06/94","8","16","20","25","29","47","14","1","0"
"9422","31/05/94","3","5","8","28","31","49","20","0","0"
"9421","24/05/94","19","27","30","35","37","48","25","1","0"
"9420","17/05/94","2","3","11","17","38","48","39","0","0"
"9419","10/05/94","3","14","17","31","40","44","49","2","0"
"9418","03/05/94","4","18","25","33","41","45","23","0","0"
"9417","26/04/94","1","2","17","27","35","44","30","0","0"
"9416","19/04/94","2","5","14","30","33","39","6","2","0"
"9415","14/04/94","4","25","31","33","43","45","22","1","0"
"9414","05/04/94","1","11","30","38","42","47","10","1","0"
"9413","29/03/94","2","7","11","13","19","20","28","1","0"
"9412","22/03/94","4","11","16","21","23","42","7","0","0"
"9411","15/03/94","19","23","30","31","39","49","26","1","0"
"9410","08/03/94","18","19","25","28","40","42","21","0","0"
